Sentence		Source
Մեկ էլ ինչ զարմացրեց ինձ.		Սպանված աղավնին 1889
Մինչդեռ ես կարծում էի, թե էլ ոչինչ չկա, վերջ, մութ, խավար…		Սպանված աղավնին 1889
Ապշելու բան է, չէ՞:		Սպանված աղավնին 1889
- Հա՜, ես էլ հենց այդ պիտի ասեի,- վրա բերեց նա:		Սպանված աղավնին 1889
Վերջին խոսքերի վրա նրա ձայնը դողաց, խլացավ և հանկարծ կտրվեց:		Սպանված աղավնին 1889
Նա խոնարհվեց ծնկների վրա, և գլուխը ցած ընկավ թուլացած:		Սպանված աղավնին 1889
Երկար ժամանակ այդպես մնալուց հետո նորից շտկվեց և նայեց ինձ:		Սպանված աղավնին 1889
- Փարատիր, խնդրում եմ իմ մի տարակուսանքը, եթե կարող ես,- ասաց նա:		Սպանված աղավնին 1889
- Այս մասին էի մտածում, որ դու եկար:		Սպանված աղավնին 1889
Ասա խնդրեմ, ո՞րն է ավելի կարևորը,- մա՞րդը, կենդանի արարա՞ծը, թե իրը.		Սպանված աղավնին 1889
հոգի՞ն, թե նյութը:		Սպանված աղավնին 1889
- Ինչո՞ւ ես հարցնում այդ:		Սպանված աղավնին 1889
Իր թափառուն հայացքը ման ածեց սենյակի մեջ, վեր կացավ և սկսեց մեկ-մեկ մատնանշել.		Սպանված աղավնին 1889
Չհակառակեց, անձնատուր եղավ ինձ քունը տանող երեխայի պես, պառկեց և աչքերը ծածկեց:		Սպանված աղավնին 1889
Դռան առջև նա ետ ու առաջ էր քայլում և ծխում:		Սպանված աղավնին 1889
Ինձ որ տեսավ, կանգ առավ:		Սպանված աղավնին 1889
Մի քանի խոսքով հայտնեցի Սառայի մահը:		Սպանված աղավնին 1889
Ձայն ծպուտ չհանեց, դարձավ ու հեռացավ:		Սպանված աղավնին 1889
Իսկ ես վերադարձա, որ Սառայի ծնողներին հեռագիր տամ՝ գան:		Սպանված աղավնին 1889
Երկու ամբողջ օր չերևաց:		Սպանված աղավնին 1889
Թաղումից հետո, երբ գերեզմանատնից վերադառնում էինք, ինչքան փնտրեցի- չգտա:		Սպանված աղավնին 1889
- Խմած եմ, չէ՞,- հարցրեց:		Սպանված աղավնին 1889
Եվ, որովհետև ես ոչինչ չասացի, շարունակեց, որպես թե դրական պատասխան լինեի տված.		Սպանված աղավնին 1889
- Եվ ի՞նչ ես կարծում, ինչո՞ւ:		Սպանված աղավնին 1889
Եվ ինչո՞ւ այս անգամ ավելի, քան ուրիշ անգամներ:		Սպանված աղավնին 1889
Պատասխանիր,- բարձրացրեց ձայնը, հրամայողաբար, տեսնելով, որ ես շարունակում եմ լռել:		Սպանված աղավնին 1889
- Երևի դարդդ մոռանալու համար,- ասացի ես վերջապես:		Սպանված աղավնին 1889
- Հեգնում ես, հա՞:		Սպանված աղավնին 1889
Սովորական արբեցողների այդ արդարացումը ես չեմ ընդունում.		Սպանված աղավնին 1889
մերժում եմ, լսո՞ւմ ես - մերժում եմ:		Սպանված աղավնին 1889
- Կամ որպեսզի խիղճդ հանգստացնես:		Սպանված աղավնին 1889
- Խի՞ղճ, ի՞նչ խիղճ, ո՞ր խիղճը, այն, որ այստեղ կա՞,- խփեց կրծքին:		Սպանված աղավնին 1889
Այդ հո Տոլստոյի մորալն է:		Սպանված աղավնին 1889
Տոլստոյը մեծ գրող է, ճիշտ է, բայց…		Սպանված աղավնին 1889
Դու էլ ես մղդսի, Մարգարյան,- չնեղանաս:		Սպանված աղավնին 1889
Բոլոր մորալիստները մղդսի են:		Սպանված աղավնին 1889
Անցյալ օրը ինձ էլ հո համարյա թե մղդսի դարձրիր:		Սպանված աղավնին 1889
Օ՜, ես այդ քեզ չեմ ների, երբե՛ք:		Սպանված աղավնին 1889
Եվ քո ջգրու է, ոը այսպես խմել եմ, քո՛ ջգրու, լսո՞ւմ ես, Մարգարյան:		Սպանված աղավնին 1889
Ի՞նչ, էլի հատուցո՞ւմ, մատուցո՞ւմ, ու ես ինչ գիտեմ, ուրիշ ինչ զահրուզխկո՞ւմ:		Սպանված աղավնին 1889
Այդ միայն անցյալ օրն էր:		Սպանված աղավնին 1889
Մի անգամ հիմարանալուց հետո երկրորդ անգամ հիմարանալ՝ կատարյալ էշություն կլինի:		Սպանված աղավնին 1889
Ավելի լավ է շուն շանորդի լինել, քան թե էշ ու ավանակ:		Սպանված աղավնին 1889
- Իջիր, իջիր,- ասացի,- կընկնես:		Սպանված աղավնին 1889
- Ո՛չ, թող, չեմ ընկնի,- բղավեց նա վառված, համարյա կատաղի աչքերով:		Սպանված աղավնին 1889
- Հեռու կանգնիր և լսիր, ես պիտի հայտարարեմ:		Սպանված աղավնին 1889
Եվ ահավասիկ հայտարարում եմ աշխարհին և ամենքին.		Սպանված աղավնին 1889
- ես մեղավոր չե՛մ, ես մեղավոր չե՛մ, ես մեղավոր չե՛մ:		Սպանված աղավնին 1889
Ծոծրակին ետ գցած գլխարկը թռավ մի անկյուն:		Սպանված աղավնին 1889
Հազիվ բարձրացրի և նստեցրի:		Սպանված աղավնին 1889
Գլուխը փալասի պես կախ ընկավ կրծքին:		Սպանված աղավնին 1889
Մեկ էլ տեսնեմ աչքերից արտասուքներ են կաթում:		Սպանված աղավնին 1889
Երկար ժամանակ լալիս էր այդպես լուռ:		Սպանված աղավնին 1889
Հետո թաշկինակը հանեց, աչքերը սրբեց և, առանց գլուխը բարձրացնելու, ասաց կամաց.		Սպանված աղավնին 1889
- Մի քիչ ջուր տուր:		Սպանված աղավնին 1889
Խմեց և կարծես թե մի քիչ զգաստացավ:		Սպանված աղավնին 1889
Հետո, սկսեց օձիքը քանդել և ձեռքով մոտ կանչեց ինձ:		Սպանված աղավնին 1889
Գլուխը ետ գցեց և մատով ցույց տվեց կոկորդը:		Սպանված աղավնին 1889
- Այդ ի՞նչ է:		Սպանված աղավնին 1889
Ծոցի գրպանները քրքրեց, հանեց մի ածելի պատյանի մեջ և տվեց ինձ:		Սպանված աղավնին 1889
- Առ պահիր,- ասաց,- էլ չտաս ինձ:		Սպանված աղավնին 1889
- Վա՛յ, թշվառակա՜ն,- ակամա դուրս թռավ բերանիցս:		Սպանված աղավնին 1889
Փուչիկը պատռվեց, օդը դուրս եկավ միջից առանց նույնիսկ մի սուտ տրաքոց հանելու:		Սպանված աղավնին 1889
Ի՞նչ է նշանակում այս, Մարգարյան, հը՞,- հարցրեց աչքերը տարակուսանքով սևեռելով ինձ վրա:		Սպանված աղավնին 1889
- Այս ես ե՞մ, թե ես չեմ:		Սպանված աղավնին 1889
Ես ախր էլ չեմ ճանաչում ինձ:		Սպանված աղավնին 1889
Ո՞րտեղից է մտքի այս տատանումը, հոգեկան այս շփոթությունը, այս զզվելի փոքրոգությունը:		Սպանված աղավնին 1889
ես Ռուբեն Թուսյանը լինեմ, ուզենամ ինձ մորթել ու…		Սպանված աղավնին 1889
Ինչո՞ւ մեռավ նա, ինչո՞ւ:		Սպանված աղավնին 1889
Որ ինձ պատժի՞, որ վրեժ լուծի ինձնի՞ց…		Սպանված աղավնին 1889
- Ո՛չ, ես թույլ չեմ տա, որ մեռելները քարշ տան ինձ իրենց ետևից,- գոռաց նա:		Սպանված աղավնին 1889
Առաջին անգամ կյանքիս մեջ անձնատուր եղա այս հիմարական կնիկարմատային զգացումներին և ահա եկա հասա ուր…		Սպանված աղավնին 1889
ինչո՞ւ, ինչո՞ւ, ինչո՞ւ…		Սպանված աղավնին 1889
Մի կերպ հանգստացրի, առաջարկեցի, որ պառկի քնի, մինչև որ գինու ազդեցությունն անցնի:		Սպանված աղավնին 1889
- Ոչ,- ասաց,- այս երեկո արդեն գնում եմ:		Սպանված աղավնին 1889
- Եկա, որ փող տաս հյուրանոցին վճարելու և տոմսակ առնելու:		Սպանված աղավնին 1889
Անցյալ օրը տված փողերդ մինչև վերջին կոպեկը զահրումար արի:		Սպանված աղավնին 1889
Գնամ թե չէ, բոլորը միանգամից կուղարկեմ:		Սպանված աղավնին 1889
Հորս կասեմ, որ տա:		Սպանված աղավնին 1889
- Հետո էլ չգիտեմ:		Սպանված աղավնին 1889
Գլխարկս էլ տուր:		Սպանված աղավնին 1889
Ուզած փողն էլ, գլխարկն էլ տվի:		Սպանված աղավնին 1889
Փողը գրպանը կոխեց, գլխարկը ծածկեց, ձեռքս սեղմեց և օրորվելով դուրս գնաց:		Սպանված աղավնին 1889
Էլ չտեսա նրան:		Սպանված աղավնին 1889
- Լևո՛ն,- լսեց նա մոր ձայնը:		Երրորդ մաս 1912
Այդ ձայնը տարօրինակ շշնջյունով և խիստ խորհրդավոր հնչեց նրա ականջին:		Երրորդ մաս 1912
Վերմակը արագ ետ քաշեց դեմքից և հարցական հայացքով լուռ նայեց մոր աչքերին:		Երրորդ մաս 1912
- Ինչ-որ կին է եկել, քեզ է ուզում տեսնել:		Երրորդ մաս 1912
ի՞նչ կին,- զարմացավ Շահյանը:		Երրորդ մաս 1912
Շահյանը դեն շպրտեց վերմակը և նստեց:		Երրորդ մաս 1912
Հյուրասենյակում սպասող այցելուն պանի Զդանևիչն էր:		Երրորդ մաս 1912
- Ներեցե՛ք, խնդրում եմ.		Երրորդ մաս 1912
տեսնում եմ, որ ձեզ խիստ անժամանակ եմ անհանգստացրել:		Երրորդ մաս 1912
Պանի Զդանևիչը նստեց Շահյանի առաջարկած բազկաթոռի վրա, նախապես վերցնելով վերարկուն ու գլխի ծածկոցը:		Երրորդ մաս 1912
- Այս իմ առաջին այցելությունն է, որ երևի և վերջինը կլինի:		Երրորդ մաս 1912
- Դուք գնո՞ւմ եք:		Երրորդ մաս 1912
Պանի Զդանևիչը ծանր թառանչ արձակեց:		Երրորդ մաս 1912
- Հեռանում եմ ամեն կերպ ստորացած, ամեն կերպ անարգված, ամեն կերպ…		Երրորդ մաս 1912
Նրա լայն բացած աչքերի կոպերը և լիքը կզակը դողդողացին:		Երրորդ մաս 1912
Նա շրթունքները պինդ սեղմեց իրար այն մարդու նման, որի սիրտը հանկարծ լցվում է:		Երրորդ մաս 1912
Այնուհետև, առանց շտապելու, հանեց թաշկինակը և սկսեց ծայրով սրբել արտասվակալած աչքերը:		Երրորդ մաս 1912
Շահյանը չափազանց հետաքրքրվեց:		Երրորդ մաս 1912
Նա նոր էր տեսնում, որ պանի Զդանևիչի մեջ մեծ փոփոխություն էր կատարվել:		Երրորդ մաս 1912
- բայց նրա խորհրդավոր խոսքերը, նրա ճնշված ձայնը, հուսահատական հայացքը, վերջապես այդ արտասուքը…		Երրորդ մաս 1912
ի՞նչ էին նշանակում դրանք…		Երրորդ մաս 1912
Շահյանը կամաց նստեց աթոռի վրա և գրեթե շշնջալով, կարծես վախենալով, հարցրեց.		Երրորդ մաս 1912
- Պանի Զդանևիչ, ի՞նչ է պատահել:		Երրորդ մաս 1912
Պանի Զդանևիչը թաշկինակը հեռացրեց աչքերից:		Երրորդ մաս 1912
- Մի՞թե, հիրավի, դուք ոչինչ չգիտեք,- հարցրեց նա արագախոսությամբ:		Երրորդ մաս 1912
- Մի՞թե գոնե չեք կասկածել…		Երրորդ մաս 1912
Պանի Զդանևիչը կարճ ժամանակ զարմացած նայեց Շահյանի աչքերին:		Երրորդ մաս 1912
- Լսեցեք, պարոն Շահյան,- շշնջաց նա նույն արագախոսությամբ, և նրա ձայնը դողում էր կոկորդի մեջ:		Երրորդ մաս 1912
Եվ պանի Զդանևիչն այս անգամ հեկեկաց, թաշկինակը պինդ սեղմելով աչքերին:		Երրորդ մաս 1912
Շահյանը փշաքաղվեց և չափազանց անհարմար դրության մեջ զգաց իրեն:		Երրորդ մաս 1912
- Պանի Զդանևիչ,- շշնջաց նա:		Երրորդ մաս 1912
- Հանգստացեք, խնդրում եմ:		Երրորդ մաս 1912
Պանի Զդանևիչը հանկարծ դադարեց հեծկլտալուց, արագ վեր կացավ տեղից և հուսահատական աղերսանքով առավ նրա ձեռքը:		Երրորդ մաս 1912
- Պարո՛ն Շահյան, սիրելի՛ բարեկամ,- արտասանեց նա, արտասուքը կուլ տալով:		Երրորդ մաս 1912
չի խնայիլ իր օգնությունը:		Երրորդ մաս 1912
Նա բերեց ինձ այստեղ, ձգեց մենակ ու անօգնական և…		Երրորդ մաս 1912
Փախավ ամենաանարգ կերպով, փախավ թաքուն, գողի նման…		Երրորդ մաս 1912
Եվ, ահա, ստիպված եկել եմ ձեզ մոտ…		Երրորդ մաս 1912
Ուզում եմ վերադառնալ…		Երրորդ մաս 1912
միջոց չունիմ, որովհետև կողոպտված եմ…		Երրորդ մաս 1912
Ես պատրաստ եմ մուրհակ…		Երրորդ մաս 1912
Շահյանը կամաց ազատեց իր ձեռքը ցնցողաբար սեղմող ձեռքի միջից:		Երրորդ մաս 1912
- Որքա՞ն կկամենայիք,- հարցրեց նա հանգիստ, լուրջ ձայնով:		Երրորդ մաս 1912
մի երկու հարյուր…		Երրորդ մաս 1912
Ես պատրաստ եմ…		Երրորդ մաս 1912
Պանի Զդանևիչը սաստիկ զգացված, արտասուքն աչքերին, մոտեցավ նրան, բայց նա ետ քաշվեց և արագախոսությամբ նկատեց.		Երրորդ մաս 1912
- Եթե շնորհակալություն պիտի հայտնեք, ես դուրս կգնամ:		Երրորդ մաս 1912
Պանի Զդանևիչը ձեռքերն աղերսագին մեկնեց դեպի նա:		Երրորդ մաս 1912
- Ոչ, ես ոչինչ չեմ ասիլ.		Երրորդ մաս 1912
միայն թույլ տվեք սեղմեմ ձեր բարի ձեռքը:		Երրորդ մաս 1912
Շահյանը պարզեց ձեռքը:		Երրորդ մաս 1912
Շահյանը մինչև փողոցի դուռը ճանապարհ ձգեց պանի Զդանևիչին:		Երրորդ մաս 1912
Նա դուռը փակեց և վազեց վերև:		Երրորդ մաս 1912
Սանդուղքի գլխին, նախասենյակում, նրա դեմն ելավ մայրը:		Երրորդ մաս 1912
- Ո՞վ էր,- հարցրեց Թամարը հետաքրքրությամբ:		Երրորդ մաս 1912
Շահյանը հանկարծ բոլորովին հակառակ իր բնավորության, կատակ անելու տրամադրություն զգաց:		Երրորդ մաս 1912
- իմ սիրուհին, մայրիկ,- բացականչեց նա:		Երրորդ մաս 1912
- Եվ գիտե՞ս ինչու էր եկել:		Երրորդ մաս 1912
Եկել էր փող խնդրելու:		Երրորդ մաս 1912
Ես էլ տվի:		Երրորդ մաս 1912
- Ես էլ հավատացի,- հանգիստ նկատեց մայրը:		Երրորդ մաս 1912
- Այդ ավելի լավ, որ չես հավատում,- նկատեց Շահյանը ծիծաղելով:		Երրորդ մաս 1912
- Բայց տեսա՞ր նրան:		Երրորդ մաս 1912
Սիրուն էր, չէ՞:		Երրորդ մաս 1912
Ես տգեղ սիրուհիներ չեմ պահիլ:		Երրորդ մաս 1912
Մայրն այս անգամ պարզապես ապշած նայեց որդու անսովոր ուրախությունից փայլող աչքերին:		Երրորդ մաս 1912
- Լևո՞ն, այդ ինչե՜ր ես ասում…		Երրորդ մաս 1912
- Ի՞նչ է, ամենքը սիրուհի են պահում, ես էլ որ պահեմ, ամոթ բա՞ն է:		Երրորդ մաս 1912
- Ի՛հ, գնա, քո գլուխը չունեմ,- քրթմնջաց բարի պառավը:		Երրորդ մաս 1912
- Ներս գնա, ներս, մրսեցիր:		Երրորդ մաս 1912
Այս ցրտին գլխաբաց էլ գնում ես մինչև դուռը ճանապարհ դնելու…		Երրորդ մաս 1912
Նրա աչքն էլ կարեմ:		Երրորդ մաս 1912
- Օ՜, մայրիկ, զգուշացիր.		Երրորդ մաս 1912
ես թույլ չեմ տալ, որ նրա հասցեին այդպիսի խոսքեր ասես:		Երրորդ մաս 1912
- Հիմար-հիմար մի խոսիր, ներս գնա, ասում եմ,- հրամայեց նրան մայրը բարկացած:		Երրորդ մաս 1912
Շահյանը բարձրաձայն ծիծաղեց և անցավ իր ննջարանը:		Երրորդ մաս 1912
Եվ անցավ այդ սենյակը:		Երրորդ մաս 1912
Նա կանգ առավ ակամա և առանձին ախորժակով ծծեց սենյակի՝ անուշահոտությամբ հագեցած օդը:		Երրորդ մաս 1912
Գեղեցիկ կնոջ մարմնի ներկայությունը նա զգաց միայն այժմ, երբ այդ կինն այլևս այնտեղ չէր:		Երրորդ մաս 1912
Շահյանի համար այդպես էր եղել միշտ, այդպես էր և այժմ.		Երրորդ մաս 1912
Կնոջ մտացածին պատկերն ավելի զորեղ ազդեցություն ուներ նրա վրա, քան թե իրական կինը:		Երրորդ մաս 1912
Իրականության մեջ կույսի պես ամոթխած լինելով, երևակայության մեջ համարձակ էր ցինիկի և էրոտիկի պես…		Երրորդ մաս 1912
Ինչքա՜ն փափուկ, ինչքա՜ն տաք էին այդ ձեռքերը, այդ փափուկ կուրծքը…		Երրորդ մաս 1912
Օրն անցկացրեց տենդային տանջող դրության մեջ, մթագնած ուղեղով, խառնաշփոթ անմաքուր զգացումներով:		Երրորդ մաս 1912
Արյունը գլուխն էր ընկել և կատաղի ալիքներով զարկվում էր քունքերին:		Երրորդ մաս 1912
զգում էր միայն, որ սարսափելի տանջվում է:		Երրորդ մաս 1912
Առավոտյան վեր կացավ սաստիկ թուլացած մարմնով և շատ վատ տրամադրության մեջ:		Երրորդ մաս 1912
Նա պատռեց ծրարը, հանեց նամակը, և նրա քթին նորից դիպավ նույն անուշահոտ օծանելիքի սուր բուրմունքը:		Երրորդ մաս 1912
Նամակի մեջ խոշոր, փութկոտ, համարձակ գրերով գրված էր հետևյալը.		Երրորդ մաս 1912
Շահյանը կարդաց այդ նամակը, և նրա սիրտը դող ընկավ:		Երրորդ մաս 1912
Դա անփորձության սարսափն էր իրականության առաջ:		Երրորդ մաս 1912
Պանի Զդանևիչի վրա, երեկվա այցելությունից հետո, նա արդեն որոշ գաղափար էր կազմել.		Երրորդ մաս 1912
Համենայն դեպս, պանի Զդանևիչը խստապահանջ բարոյականության տեր կին չէր Շահյանի կարծիքով:		Երրորդ մաս 1912
Իր խնդրած օգնությունը ստացավ, ուրիշ ի՞նչ էր կամենում:		Երրորդ մաս 1912
Արդյոք նորի՞ց փող խնդրել, թե՞ վարձահատույց լինել…		Երրորդ մաս 1912
Շահյանը չէր կարծում, թե պանի Զդանևիչը դարձյալ փող խնդրելու համար լիներ իրեն հրավիրելիս.		Երրորդ մաս 1912
Ահա այդ միտքն էր, որ սարսափեցրեց Շահյանին:		Երրորդ մաս 1912
Ամբողջ օրը խիստ տարօրինակ անհանգստության մեջ էր Շահյանը:		Երրորդ մաս 1912
Իսկ նամակից բուրող այդ գրգռիչ անուշահոտությունը, խելագարեցնելու չափ հեշտանք էր պատճառում նրան…		Երրորդ մաս 1912
Նրան թվում էր, թե արհեստական հոտ չէ այդ, այլ հենց ցանկալի կնոջ մարմնի բուրմունքը…		Երրորդ մաս 1912
Նրանց ճաշը սովորաբար անցնում էր սուս ու փուս, բայց Շահյանն այս անգամ լեզու էր կտրվել:		Երրորդ մաս 1912
Եվ արբել էր հենց այն նպատակով, որ գնա:		Երրորդ մաս 1912
Եվ նա սրտատրոփ սպասում էր, թե երբ պետք է օրը մթնի:		Երրորդ մաս 1912
Սակայն ձմեռվա կարճատև օրը շատ շուտ մթնեց:		Երրորդ մաս 1912
Ձմեռվա ցուրտ օրը կամաց-կամաց սառեցնում էր նրա արհեստական կերպով տաքացած արյունը:		Երրորդ մաս 1912
Սկզբում չէր զգում, բայց հետո տեսավ, որ ատամները զարկվում են իրար:		Երրորդ մաս 1912
Եվ այդ բոլորը հետզհետե սաստկանում էր, քանի մոտենում էր հյուրանոցին:		Երրորդ մաս 1912
Ու ետ դարձավ:		Երրորդ մաս 1912
Ի՞նչ էր ուզում այդ կինն իրենից:		Երրորդ մաս 1912
Ահա՛, նա նորից լցվել է ատելությամբ դեպի ինքը,- ինչո՞ւ համար…		Երրորդ մաս 1912
Ճշմարիտ է, այդ նամակը պարզ չէր.		Երրորդ մաս 1912
Շատ լավ ճանաչում էր իրեն.		Երրորդ մաս 1912
Այդ սոսկալի է.		Երրորդ մաս 1912
Եվ Շահյանը կատարյալ հուսահատությամբ նորից կանգ առավ Գոլովինսկի պրոսպեկտի պայծառ լուսավորված խանութներից մեկի առաջ:		Երրորդ մաս 1912
Երեկոն շատ ցուրտ էր.		Երրորդ մաս 1912
լայն մայթը կամաց-կամաց ծածկվում էր սպիտակ սավանով:		Երրորդ մաս 1912
Անցուդարձը շատ քիչ էր.		Երրորդ մաս 1912
ժամը քանի՞սն է,- հարցրեց նա:		Երրորդ մաս 1912
Շահյանր շտապեց հեռանալ և, վախենալով, որ կինը կարող է հետամուտ լինել իրեն, քայլերն արագացրեց:		Երրորդ մաս 1912
Բավական երկար տեղ անցնելուց հետո ետ նայեց և, ոչ մի կին չտեսնելով, հանգստացավ:		Երրորդ մաս 1912
Ուրեմն դեոևս ժամանակ կար մտածելու - գնա՞ր պանի Զդանևիչի մոտ, թե ոչ:		Երրորդ մաս 1912
Եվ ետ դարձավ:		Երրորդ մաս 1912
Դառնալիս հանդիպեց ժամը հարցնող կնոջը մի սպայի հետ:		Երրորդ մաս 1912
Կինն անցավ ուղղակի Շահյանի կողքով առանց ուշադրություն դարձնելու նրա վրա.		Երրորդ մաս 1912
Նրա առաջ կանգնած էր ինքը՝ պանի Զդանևիչն իր պարթև հասակով, մազածածկ վերարկուի մեջ կոլոլված:		Երրորդ մաս 1912
- Բարև ձեզ, պարոն Շահյան,- բացականչեց պանի Զդանևիչն ուրախացած և ամուր սեղմեց նրա ձեռքը:		Երրորդ մաս 1912
Չե՞ք ուզում գալ ինձ մոտ:		Երրորդ մաս 1912
Շահյանը հազիվ կարողացավ տիրապետել իրեն:		Երրորդ մաս 1912
Հենց դրա համար էլ դուրս եմ եկել…		Երրորդ մաս 1912
այստեղ մի փոքրիկ գործ ունեի…		Երրորդ մաս 1912
ասացի մեկ անգամ վերջացնեմ, հետո…		Երրորդ մաս 1912
- Այդ լավ է:		Երրորդ մաս 1912
Ուրեմն դուք դեռ չեք մտել ինձ մոտ:		Երրորդ մաս 1912
սենյակիս դուռն էլ, համենայն դեպս, բաց էի թողել:		Երրորդ մաս 1912
Բայց, իսկապես, չէի կարծում, թե կգաք, որովհետև նամակիս չէիք պատասխանել:		Երրորդ մաս 1912
Ես այժմ ինչ որ հարկավոր էր, առել պրծել եմ և տուն եմ գնում:		Երրորդ մաս 1912
Ուրեմն ձեր գործը վերջացնելուց հետո կգաք, սպասեմ.		Երրորդ մաս 1912
- Այո, ես իսկույն…		Երրորդ մաս 1912
Եվ Շահյանը, ցույց տալու համար, որ իբր թե գործ ունի, արագ քայլերով հեռացավ:		Երրորդ մաս 1912
Նա գնաց, գնաց և, երբ բավական հեռացավ, քայլերը դանդաղեցրեց և ծիծաղեց ինքն իր վարմունքի վրա:		Երրորդ մաս 1912
Անցավ Դվարցովայա փողոցը, ամբողջ Գոլովինսկի պրոսպեկտը և ետ գարձավ:		Երրորդ մաս 1912
Կես ժամ անցնելուց հետո վերջապես վճռեց, որ այժմ կարելի է գնալ:		Երրորդ մաս 1912
Չգնալ այլևս չէր կարող, որովհետև խոսք էր տվել:		Երրորդ մաս 1912
Բայց կեղծիքը պետք էր շարունակել.		Երրորդ մաս 1912
դրա հայար խիստ արագացրեց քայլերը, չնայելով որ ամեն մի քայլափոխին ոտները սահում էին ձյունի վրա.		Երրորդ մաս 1912
- Համեցեք, այս է իմ սենյակը:		Երրորդ մաս 1912
- Ներեցեք, գուցե փոքր-ինչ ավելի սպասեցնել տվի ձեզ,- ասաց նա:		Երրորդ մաս 1912
- Բան չկա, գիշերն երկար է:		Երրորդ մաս 1912
Բացի դրանից, վերջին ժամանակներս ես տանջվում եմ անքնությունից:		Երրորդ մաս 1912
Շահյանն, անշնորհք երեխայի պես, հետևեց պանի Զդանևիչին և թաղվեց նրա առաջարկած գահավորակի վրա:		Երրորդ մաս 1912
Գահավորակն այնքան ցածր էր, որ նրան թվաց, թե գետնին նստեց:		Երրորդ մաս 1912
- Դուք մրսել եք:		Երրորդ մաս 1912
Մի բաժակ թեյ չեք մերժիլ, չէ՞:		Երրորդ մաս 1912
Շահյանը պատասխանելու տեղ ժպտաց:		Երրորդ մաս 1912
որտեղի՞ց գիտեիք իմ տան հասցեն:		Երրորդ մաս 1912
- Զեր տան հասցե՞ն…		Երրորդ մաս 1912
Այդ հետո կպատմեմ:		Երրորդ մաս 1912
- Այս գիշեր ես ձեզ ամեն բան կպատմեմ, ամեն բան…		Երրորդ մաս 1912
Հիշո՞ւմ եք, մենք ծանոթացանք Բազենյանի մոտ, երբ նա պառկած էր հիվանդ:		Երրորդ մաս 1912
- Այդ թողնենք, պանի Զդանևիչ:		Երրորդ մաս 1912
- Այս կթողնենք, իհարկե, որովհետև չեմ ուզում կարծեք, թե յուղում եմ ձեր գլուխը:		Երրորդ մաս 1912
Պանի Զդանևիչը, թեյի բաժակները սրբելով, նայեց նրան և նույնպես ծիծաղեց:		Երրորդ մաս 1912
Ես ուզում եմ…		Երրորդ մաս 1912
Ա՜հ,- հառաչեց նա անզոր զայրույթով և բաժակը շրխկացնելով վայր դրեց բաժակակալի վրա:		Երրորդ մաս 1912
- Դուք կարծում եք, թե էժա՞ն է նստել ինձ ձեզ մոտ գալս, ձեզնից օգնություն խնդրելս:		Երրորդ մաս 1912
Դժոխքի տանջանքներ եմ կրել ես, մինչև որ վստահացել եմ ձեր դռան զանգակը քաշել:		Երրորդ մաս 1912
Ո՞ւր եմ գնում,- ասում էի ինքս ինձ:		Երրորդ մաս 1912
- Ի՞նչ պիտի ասեմ:		Երրորդ մաս 1912
Ինչպե՞ս պիտի հայտնեմ իմ վիճակը:		Երրորդ մաս 1912
Ի՞նչ պիտի մտածի նա իմ մասին:		Երրորդ մաս 1912
Եվ եթե չհավատա խոսքերիս ու քաղաքավարի ճանապարհ դնի ինձ դատարկաձեռն…		Երրորդ մաս 1912
Փառք աստծո, կասկածներս ու հոռետեսությունս սխալ դուրս եկան ձեր վերաբերմամբ.		Երրորդ մաս 1912
դուք շատ բարի գտնվեցաք դեպի ինձ, որի համար չափազանց շնորհակալ եմ ձեզնից.		Երրորդ մաս 1912
Երբեք ինձ այնքան նվաստացած չէի զգացել, ինչպես ա՛յն ժամանակ, երբ դուրս եկա ձեր տնից:		Երրորդ մաս 1912
Ես - մի օտար կին ձեզ համար, դուք - մի օտար մարդ ինձ համար.		Երրորդ մաս 1912
իսկապես ոչ ես եմ ճանաչում ձեզ, ոչ դուք ինձ:		Երրորդ մաս 1912
Եվ հանկարծ մտնում եմ ձեզ մոտ, լաց եմ լինում ձեր առաջ, փող եմ խնդրում ձեզնից…		Երրորդ մաս 1912
Դուք չեք մերժում, որովհետև բարի եք, ջենտլմեն եք:		Երրորդ մաս 1912
- Պանի Զդանևիչ,- այլևս չկարողանալով համբերել, բացականչեց Շահյանը՝ սաստիկ զգացված և վեր կացավ տեղից:		Երրորդ մաս 1912
- Այդ ի՞նչ եք ասում:		Երրորդ մաս 1912
Մի՞թե ինձ կանչել եք նրա՛ համար, որ վիրավորեք:		Երրորդ մաս 1912
Պանի Զդանևիչը, խիստ հուզված, արագորեն մոտեցավ նրան և առավ նրա ձեռքը:		Երրորդ մաս 1912
- Ա՜խ, ազնի՛վ բարեկամս, ներեցեք ինձ:		Երրորդ մաս 1912
Ես ձեզ վիրավորելու ամենևին միտք չունիմ:		Երրորդ մաս 1912
Ես միայն իմ դրությունս եմ պատմում:		Երրորդ մաս 1912
Պատմում եմ բարոյական այն տանջանքները, որ կրել եմ այն ցած մարդու պատճառով:		Երրորդ մաս 1912
Ինձ համար ահագին թեթևություն է, որ կասկածներս ձեր մասին սխալ են եղել:		Երրորդ մաս 1912
Ես ուզում եմ, որ դուք, եթե չեք ճանաչում ինձ, ճանաչեք, և լավ ճանաչեք, պարոն Շահյան:		Երրորդ մաս 1912
