Sentence	Source
అల్లాచేస్తే లొంగిపోయి వాళ్ళ పార్టీలో చేరతానని వాళ్ళ వూహ.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అలాంటి పని చేసేవు గనక.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అందుకేగా ముందు మీవద్దకు వచ్చింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
చట్టరీత్యా ఆ భూమిని నిలుపుకొనేందుకు నీవద్ద ఆధారాలేవీ లేవు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
నేను మార్క్సిస్టు పార్టీ వాడిని.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మంచికీ చెడ్డకీ పార్టీని అంటిపెట్టుకొని వున్నాను.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఈ స్థితిలో నన్ను ఆదుకోవలసిన బాధ్యత పార్టీ మీద వుంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అతని డిమాండు చూసి సుందరరావు చిరచిరలాడేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
పార్టీ మన లాభాలకు కాదయ్యా.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆ మాటకు జోగయ్య ఛర్రుమన్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అన్నింటికీ నన్ను వాడుకున్నారు, తిడితే భేష్ అన్నారు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
రాయి విసురుతే భళా అన్నారు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తీరా మీ అవసరం వచ్చేసరికి నాలిక మడత వేస్తున్నారు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అని సుందరరావు అతనిని శాంతపరచడానికి పూనుకొన్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ప్రస్తుతం వున్న స్థితిలో నిన్ను అక్కడినుంచి పొమ్మంటే నువ్వు చెయ్యగలది లేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఏం లేదూ? నన్ను పొమ్మనడానికి ఎన్ని గుండెలుండాలి? ఎవరంటారో అనమనండి చూస్తా.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఏం చేస్తానా? కత్తెడైతే పొడిచిపారేస్తా.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అలాంటి తెలివి తక్కువ మాటలు చెప్పకు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇంత పిరికితనం! మాటలు చూస్తే మాత్రం కోటలు దాటిస్తారు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
పెద్ద మార్క్సిస్టులమని కబుర్లు మాత్రం.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కాదు పార్టీ సాయం కావాలంటే చెప్పినట్లు విను.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
సుందరరావు ఒక్క నిముషం ఆగేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మన పార్టీకి చెందిన ఇళ్లు లేనివాళ్లందర్నీ ఆ పొలంలోకి వెళ్ళి పాకలు వేసుకోమందాం.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మరి నాకు లాభం ఏమిటి?	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
నువ్వు ఆ యిల్లు వదలనక్కర్లేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
లేపేరా పార్టీ అంతా ఒక్కటిగా నిలబడుతుంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మీ నివాసస్థలాల నుంచి మిమ్మల్ని లేపాలంటే.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కాని, హరిజనుల మధ్యన బ్రాహ్మణాణ్ణి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కమ్యూనిస్టు  పార్టీలో కులభేదాలు చెల్లవు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
నీకిష్టం లేకపోతే, అక్కడి నుంచి ఇవతలికి వచ్చెయ్యి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆ భూమిని పార్టీ వదలదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
నిన్ను కదపకుండా తోడు నిలబడాలనే నా వూహ.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఎవడన్నా పాక, గీక వేశాడంటే అగ్గిపుల్ల గీసేస్తా.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కాళ్లు, చేతులు కట్టి ఆ మంటల్లో పారెయ్యగలరు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అల్లాంటిపని చేసేవంటే ముందు నీ కొంపకి చిచ్చెట్టేస్తా	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
నిష్కారణంగా ప్రాణం మీదికి తెచ్చుకోకు	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మన్న మాటలు సుందరరావు నోట్లో వుండగానే జోగన్న వీధిలోకి జువ్వలా దూసుకుపోయేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
సత్యానందం నూతి పెరట్లో ముఖం కడుక్కుంటూంటే సరస్వతి వచ్చి కబురందించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మీకోసం ఎవరో వచ్చేరు, మామయ్యగారూ!	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
సత్యానందాన్ని చూడగానే వులికిపడ్డట్లు లేచి, చేతులు జోడించి దండం పెడుతూ జోగన్న ఎదురువచ్చేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
క్షమించండి-అని అడగడానిక్కూడా మొహం చెల్లడం లేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
క్షమించేనంటే తప్ప, పిల్లలవాణ్ణి బతకలేను.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఏమిటీ అన్యాయం? నాకేం అన్యాయం చేశావని నిన్ను క్షమించడం? బాగుంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మీ పిల్లలకేం వచ్చింది? అంతా బాగున్నారా?.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తన పిల్లలకేం కాలేదని జోగన్న చెప్పేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తుఫాను బాధితులు ఇళ్ళు వేసుకొనేందుకు ప్రభుత్వం యిస్తానన్న డబ్బుకోసం దరఖాస్తు పెట్టేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తాశిల్దారు వచ్చి సాయం కావలసిన వాళ్ళ పేర్లలో తనదీ చేర్చేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మళ్ళీ జోగన్న దండాలు మొదలుపెట్టేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మీ మనస్సు అంత గొప్పది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
జోగయ్య ఛటఫటా చెంపలు వాయించుకుంటూంటే, సత్యానందం చటుక్కున అతని చేయి పట్టుకొన్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అదా! దానికింత బాధ పడాలా? ఏమీ లేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
పైగా నువ్వు విసిరినట్లు మేము చూడలేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మీ మనస్సు గొప్పతనం అది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇంక మళ్ళీ అవేం చెప్పకు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అల్లా చెయ్యడం తప్పని తోచింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మాట మధ్యలోనే జోగన్న అందుకొన్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
జోగయ్య జేబులోంచి ఒక కాగితం మడతతీసి, విప్పి సత్యానందం చేతికిచ్చేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
దీని నకలు సుందరరావు ముఖాన కొట్టివచ్చేను.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
నేను మీ పార్టీలో చేరిపోడానికి వచ్చేను.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇప్పుడు ఆ ప్రసక్తి ఏం వచ్చింది? సావకాశంగా ఆలోచించుకో.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అతనిని పార్టీలో చేర్చుకోరాదన్న వారిలో సత్యానందం ఒకడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
పార్టీ విడిపోయినప్పుడు అతను మార్క్సిస్టుల వెంటబోవడం కమ్యూనిస్టు పార్టీ అదృష్టంగా భావించినవారిలో అతడొకడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇప్పుడు తిరిగివస్తానంటూవుంటే భయమే అనిపించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మనవి రెండూ ఏకలక్ష్యం గల పార్టీలు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
చెప్పేకాదా! బుద్ధి గడ్డి తిని మార్క్సిస్టులతో చేరేనని.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
వాళ్లవలన దేశం ఉద్ధరించబడుతుందని భ్రమపడ్డా.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
వాళ్ళ విప్లవపదజాలం చూసి మోసపోయా.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
జోగయ్యను బాగా ఎరిగిన సత్యానందం ఆ ఆత్మ విమర్శనకు ఉబ్బితబ్బిబ్బు కాలేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
పైగా కొత్త చిక్కులు ఎదురు కాగలవని భయపడ్డాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇలాంటి ఫిరాయింపులకు బ్రహ్మానంద పడేవాళ్ళ చేతిలో కాగితం పడితే, కళ్ళకద్దుకొని విశాలాంధ్రకు పంపేస్తారు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇంక ఇక్కడుంటాయి తమ పాట్లు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
జోగయ్యే తమ మొహాన ఉమ్మేసినా వేస్తాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
జోగయ్యకు తన స్థానం, దానికి గల బలం బాగా తెలుసు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తన చేతిలో కాగితం చదివి వినిపించసాగేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
సత్యానందం ఏదో అనాలి గనక,	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆ ఎన్నికలలో జోగన్న ఎన్నికల క్యాంపులో వలంటీరుగా వున్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆ మాట అన్నాక తన పొరపాటు గుర్తు వచ్చింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఎలా సర్దుకోవాలో తోచక కంగారు పడ్డాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కంగారు కప్పిపుచ్చుకొనేందుకు పొడిదగ్గు నటించేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
జోగయ్య తన పత్రంలో మాటలకి ముఖతః వివరణనిచ్చేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
నాబోటి సందిగ్ధాత్మకులకి మీరే దారి చూపేరు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆనాటికి మీకు కమ్యూనిస్టులయెడ విశ్వాసం లేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
విశ్వంగారిని అన్యాయంగా కాల్చివేసినందుకు అసమ్మతిగా మీరు ఆ ప్రకటన చేశారు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
జోగయ్య తన ధోరణి సాగించేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మీరు మాకు ‘మార్గదర్శీ మహర్షి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
జోగయ్యకు తాను మార్గదర్శినయ్యాననడం గర్వం కలిగించడానికి బదులు సత్యానందానికి అసహ్యమే కలిగించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మీబోటివాళ్ళందర్నీ బయటికి పోయేలా చేశాం.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
దానిని అవహేళనగా భావించే అవకాశం, అవసరం జోగన్నకు కనబడలేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మీరింకేమంటారు? మాకు ఎంత భక్తి విశ్వాసాలు పార్టీ మీదున్నా మంగలి మంత్రిత్వం దొరికింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
గాడిదలకి నాయకత్వం ఇచ్చి గంగిరెద్దులా తలలు వూపేం.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆ సంభాషణ వెక్కసమనిపించి, సత్యానందం జోగన్న చేతిలోని కాగితం తీసుకుని చదవడంలో మునిగిపోయేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆఖరున మడిచి జేబులో పెడుతూ-	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
సత్యానందం ఒక్క క్షణం ఆలోచించేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అసలు విషయం చెప్పకుండా అతనిని ఆహ్వానించేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
రాత్రి ఒక ముఖ్యమైన విషయం గురించి సమావేశం జరుపుతున్నాం.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
జోగన్న మొగం యింత పొడుగుచేసి బుస్సుమన్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆ పార్టీవాడినని మీరనడం అవమానంగా భావిస్తా!	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మీకు కనువిప్పు కలిగించిన అంశం ఏమిటో నాకు తెలియదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అయినా పార్టీలతో మనకున్న అనుబంధాలు అంత సులభంగా తెంచుకోగలమా?	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తెంచుకోగలమనడం అనిశ్చిత బుద్ధికి వుదాహరణ అవుతుందేమోననే భయంతో జోగన్న దిగులు మొహం పెట్టేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇదివరకు ఇల్లా ఎన్నిమార్లు అనుకోలేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కాని చెయ్యగలిగేనా? అయితే ఈమారు పరిస్థితి వేరు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
జోగన్న సెలవుదీసుకొని గుమ్మం దాకా వెళ్ళేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
పొలం విషయం సత్యానందం తనకు తానై ఎత్తుతాడని తలుస్తే, అతడు మాట్లాడనేలేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
చటుక్కున ఏదో జ్ఞాపకం వచ్చినట్టు అడిగేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
నేను కాపురం వుండి చేసుకుంటున్న బాడవ పొలం.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కుమారస్వామిగారా పొలం మనమడికి వ్రాశారు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
నిన్ననే సాయంకాలం టపాలో దస్తావేజు అందింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆయన నాకిచ్చేసిన పొలం అది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
పెద్దవాళ్ళు ఏం చేసినా చెల్లుతుంది	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అని జోగన్న తన వ్యథ వెలిబుచ్చేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఈవేళ సభ దానిని గురించే.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆ కుర్రవాడు తనకా భూమి అక్కర్లేదంటున్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
పల్లెలవాళ్లు ఇళ్ళ స్థలాలకి కోరడం, తాశీల్దారు శాంక్షన్ చేయడం.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
పల్లెలవాళ్ల ఇళ్ళ స్థలాలకి ఇచ్చేస్తానంటున్నాడు ఆ కుర్రవాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఒక పార్టీ అనకుండా పల్లెల్లో ఇళ్ళు లేని కుటుంబాలవారికి ఇచ్చెయ్యాలని అనిపించింది అతనికి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఒక పద్ధతి ప్రకారం స్థలాలు కేటాయించడం, ఎందరికి కావలసి వుంటుందో.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆ విధంగా కాగితం వుంటే తీసుకురాండి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
పేచీ పూచీ లేకుండా ముందే సర్దేసేద్దాం.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
రాత్రి తొమ్మిదింటికి స్కూలు దగ్గరే.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
పల్లెలవాళ్లు ఇంకా అక్కడే వున్నారు కదా.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
వాళ్ళందర్నీ మరో చోటికి రమ్మని శ్రమ పెట్టటం ఎందుకని.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
జోగన్న ఈమారు సెలవు తీసుకోడం మరిచిపోయేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇంత పొద్దుపోయి వస్తున్నారు, ఎక్కడనుంచీ.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇసుక పూడిలో న్యూమోనియా కేసుంది కదూ, వెళ్ళేసరికి కలరా కేసొకటి తెచ్చేరు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అంటూ నడుస్తూనే రంగనాయకులు పరధ్యానంగా సమాధానం చెప్పేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తనను ఇంత పొద్దుపోయి వస్తున్నానందేగాని, ఆమె కూడా అంతే కాదూ.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
నువ్వు, ఇంతదాకా హాస్పిటలులోనే వున్నావా? ఏం కొత్తరోగులు వచ్చేరా?	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అధికార కమ్యూనిస్టుల స్థానిక నాయకుడు దాని ఏర్పాట్లు చూస్తున్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కనక తన తండ్రి అభ్యంతరం వుంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇంకా తను ఆయనని తోసేసి బయటపడే మనస్థితిలో లేడు, తప్పదనిపిస్తున్నా.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆయన బ్లడ్‌ప్రెషర్ ఆరోగ్యం దృష్ట్యా ఇంకా తొందరపడలేననుకొంటున్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కాని, రోజూ ఏదో వేళప్పుడు వెడుతున్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఈ రాకపోకలలో సుశీలతో సాన్నిహిత్యం పెంచుకుంటున్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇద్దరిమధ్యా వారంక్రితం వున్న దూరం తగ్గుతూంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
